"_unit_id","_golden","_unit_state","_trusted_judgments","_last_judgment_at","what_is_the_stance_of_the_user_that_wrote_those_three_messages","what_is_the_stance_of_the_user:confidence","content","ids","what_is_the_stance_of_the_user_gold"
"1048885967","false","finalized","2","9/28/2016 21:58:21","leave","1.0000","MESSAGE 1: #brexit: 84 mps who supported #voteleave write open letter to david cameron urging him to stay pm and not to sack them in the morning.  MESSAGE 2: the only sensible interview on #euref you need to watch:https://t.co/y7jg6cbjjq  MESSAGE 3: to leave is to lead. to remain is to follow. have courage to own your future. #euref #eureferendum #voteleave #takecontrol #brexit #ivoted","746093094941171712_745934400056139776_745964647619112961",
"1048885968","false","finalized","2","9/26/2016 09:11:09","leave","1.0000","MESSAGE 1: already the beginnings of new trade deals are on the table.#brexit #ukindependenceday  https://t.co/zt2kjbwomp  MESSAGE 2: congratulations, britain! #brexit #leaveeu  MESSAGE 3: many focused on the racist side of the #brexit campaign, but ignored the working class demands and the marginalisation of industrial britain","746445241067134976_746327805915447296_746347759888961536",
"1048885969","false","finalized","2","9/26/2016 08:52:38","leave","1.0000","MESSAGE 1: marine le pen tells us #brexit ""the most important moment since the fall of the berlin wall"" https://t.co/boxrrqajci https://t.co/hdvrlw2px0  MESSAGE 2: as england fans were singing fuck off europe were all voting out #brexit #voteleave #wantourcountryback #closetheborders  MESSAGE 3: nigel farage warns boris johnson: no backsliding on the #brexit deal. speaking to itv news at eu parliament. https://t.co/m2tpccidue","747828420780908544_747908986217832453_747781234672156673",
"1048885970","false","finalized","2","9/29/2016 20:47:19","untelligible","1.0000","MESSAGE 1: (the age):#kiwi flies ahead of #brexit vote : the kiwi has hit a 12-month high against the us dollar and the.. https://t.co/jmefbacyrs  MESSAGE 2: (abc):world watches as #britons cast #brexit votes : britons are voting on whether to.. https://t.co/9zrewnbdrn https://t.co/smxrbowv1e  MESSAGE 3: (abc):#brexit: #britons decide whether to leave or remain : britons head to the polls in.. https://t.co/yrriaiq56m https://t.co/m52szvhvdl","745743216264122368_745979056596750339_745937199342837760",
"1048885971","false","finalized","2","9/27/2016 02:56:48","untelligible","1.0000","MESSAGE 1: (abc):after #brexit: #roadmap for a leap in the dark : as the uk votes to exit the eu,.. https://t.co/p7hdk7g7ts https://t.co/2wni7gytav  MESSAGE 2: (the age):'complacent' markets sink #asx, pound in #brexit shock : a confident bet by the sharemarkets that.. https://t.co/iszn6eqq40  MESSAGE 3: (the age):#overwhelmed by #brexit? this is what it all means : here's a brief guide to the brexit referendum,.. https://t.co/obfxih5csr","746256293246074884_746263910332829697_746563806017400833",
"1048885972","false","finalized","2","9/30/2016 19:21:21","untelligible","1.0000","MESSAGE 1: (the age):#asx ends lower but losses trimmed as #brexit clouds clear : shares ended a sour session in the red,.. https://t.co/6hiwwmjhu2  MESSAGE 2: (smh):#brexit 'isn't the #gfc': australian banks remain sound as british banks sink : european banks are in a.. https://t.co/dboakzggea  MESSAGE 3: (the age):#brexit: ireland flooded with thousands of passport inquiries by brits after #eu vote : britons.. https://t.co/sv07th57kk","747698700424740864_747618796102258688_747763348205252609",
"1048885973","false","finalized","2","9/26/2016 09:49:51","leave","1.0000","MESSAGE 1: to leave is to lead. to remain is to follow. have courage to own your future. #euref #eureferendum #voteleave #takecontrol #brexit #ivoted  MESSAGE 2: i voted leave for my family who are fisherman... unfair quotas! #brexit #voteleave ?  MESSAGE 3: @david_cameron love #sheilahancock, but #michaelcaine says it better. and in fewer words. #voteleave #brexit https://t.co/mynglexjp3","745963024553512961_746075144045666304_745968475156385792",
"1048885974","false","finalized","2","9/26/2016 09:56:47","leave","1.0000","MESSAGE 1: no @nicolasturgeon we don't want another referendum #scotland #snp #farming #brexit #labour #conservativeparty  MESSAGE 2: how long before financial markets realise just how much uk will benefit from brexit? seems they are clueless about industry.#brexit  MESSAGE 3: the london market has just closed and despite today's market turmoil, the ftse 100 has finished the week up more than 2pc #brexit","746436301902094336_746611888176435200_746440569304518656",
"1048885975","false","finalized","2","9/26/2016 14:26:58","leave","1.0000","MESSAGE 1: there will be no pics, unfortunately.... https://t.co/7lcazniw58  MESSAGE 2: @george_osborne you seem incapable of supporting the country. stop the negtive talk. #brexit is about opportunity, not damage limitation  MESSAGE 3: watch @nigel_farage's post-#brexit #eu parliament speech. illustrates perfectly why we are #betteroffout: https://t.co/abtmuqlbpu @youtube","747852867243933696_747704180719104001_747788578919428096",
"1048885976","false","finalized","2","9/26/2016 15:03:10","untelligible","1.0000","MESSAGE 1: the united states on #brexit? watch now live @josephtrevisani on his live session http://www… https://t.co/9r8q7br42e  MESSAGE 2: #gbp, ftse 100 had a rougher lead-up to #brexit vote than other recent political events http… https://t.co/9r8q7br42e  MESSAGE 3: closest i can compare #brexit suspense in my personal experience is to the bush-gore elections… https://t.co/9r8q7br42e","745996351704604672_745895574390644736_745783517209067520",
"1048885977","false","finalized","2","9/26/2016 14:26:58","untelligible","1.0000","MESSAGE 1: ing bank 6/7: that we now expect to dominate markets in coming weeks and months. #forex #brexit… https://t.co/9r8q7br42e  MESSAGE 2: the cover of our @wsjeurope #brexit https://t.co/gnjf6cabho https://t.co/9r8q7br42e  MESSAGE 3: epic day! follow #brexit live at fxstreet: uk eu referendum aftermath analysis - where next for… https://t.co/9r8q7br42e","746359922036772865_746366519366590464_746273359604899842",
"1048885978","false","finalized","3","10/2/2016 08:36:50","untelligible","0.6698","MESSAGE 1: #brexit blues? visit #greece (right now, 33oc #chios island) #eutravel #sorrynotsorrypic… https://t.co/9r8q7br42e  MESSAGE 2: brits spend weekend arguing w relatives over #brexit. sad to see @lisafleisher at @business but… https://t.co/9r8q7br42e  MESSAGE 3: dinner on #brexit talks now over, @eucopresident @juncker_eu &amp; @minpres rutte getting ready for… https://t.co/9r8q7br42e","747736538356846592_747796964406927360_747905590144434177",
"1048885979","false","finalized","2","9/30/2016 19:37:11","leave","1.0000","MESSAGE 1: an untold number of foreign spies working in government,police,councils, &amp; even the mi5.take back control of #immigration#brexit#voteleave!  MESSAGE 2: chancellor plotting 'punishment' budget with threat to hike income tax https://t.co/fot7zah6br #eu #brexit #referendum #voteleave  MESSAGE 3: remain#scaremongerers#eupuppets paid like#whores to flaunt remain arguement nonsense on#mediapropaganda that's owned by#eudictators. #brexit","745915452262649858_745911731294175232_745740591334588418",
"1048885980","false","finalized","3","9/26/2016 15:14:25","leave","0.6784","MESSAGE 1: '#brexit is a comprehensible choice made by the british nation' - putin https://t.co/adkkzmx5x7 https://t.co/djwvybibvc  MESSAGE 2: .@david_cameron will not be 'steering' #uk where he didn't want to go - outside @eu https://t.co/416wdbevsh  #brexit https://t.co/ryy4grf3vd  MESSAGE 3: for everyone waking up to a shock this morning https://t.co/rdbwgya8yj#eurefresults #brexit #olsx","746327706992779264_746264337556312065_746257627773046784",
"1048885981","false","finalized","3","9/28/2016 17:51:52","untelligible","0.3447","MESSAGE 1: why #putin thinks #brexit could destroy totally the new world oder- https://t.co/s2mz9vx40h https://t.co/ouvtkk9vmz  MESSAGE 2: �eu treaties keep food prices artificially high� https://t.co/aytsf2aag1 #eu #brexit #referendum #voteleave  MESSAGE 3: for crimes against queen and country #eu #brexit #voteleave brexit fb page: https://t.co/mbxpevc5xk  https://t.co/fsnhaqzrqb","747787341729832960_747814404381605888_747791730573967360",
"1048885982","false","finalized","2","9/29/2016 20:58:50","leave","1.0000","MESSAGE 1: strangely, the british want sensible immigration rules...which is xenophobia now https://t.co/pliacgldx6  MESSAGE 2: good morning all, especially to all britons who have &amp; still can #voteleave #brexit https://t.co/jyn6rzkyfz  MESSAGE 3: great news @commbank i hope #brexit wins as i'm going to the uk soon and your scary story of the pound dropping is good for tourists.","745885715377061888_746096558769209344_745887116668866562",
"1048885983","false","finalized","2","9/30/2016 10:50:35","leave","1.0000","MESSAGE 1: good job, @lilyallen. you totally owned @gupta_james and the millions of other racists who voted to leave #brexit https://t.co/a6upgbz2aq  MESSAGE 2: the irony of australians on twitter who are in favour of a republic arguing that a win for #brexit is a terrible thing  MESSAGE 3: the sneering racist superiority complex of the remainers on clear display now #brexit","746384916749783041_746304070353227777_746467560976089089",
"1048885984","false","finalized","2","9/26/2016 14:03:37","leave","1.0000","MESSAGE 1: i strongly endorse this piece by @20committee on #brexit 's benign impact on british &amp; global security challengeshttps://t.co/t37jcaqecq  MESSAGE 2: don't buy msm deceptions. if anything, #brexit may be a long-term plus for nato &amp; the us-uk special relationship.https://t.co/addcgh4hrv  MESSAGE 3: #brexit has no nato impact &amp; uk remains largest local nato member. can everyone cool their hot-taking please? https://t.co/vcez0dv1x2","747909418163933184_747627569579626497_747909768988155905",
"1048885985","false","finalized","3","9/26/2016 09:41:18","leave","0.6591","MESSAGE 1: @bbcnews #ivotedleave brexit is happening!! #hopeoverfear #projecthope #brexit  #ivoted #voteleave https://t.co/lil5lnvj0h  MESSAGE 2: #votedremain #ivotedleave brexit is happening!! #hopeoverfear #projecthope #brexit #ivoted #voteleave https://t.co/lil5lnvj0h  MESSAGE 3: brexit is happening! #voteleave #voteremain #euref #labourinforbritain #labourleave #labourin #strongerin https://t.co/kdm2wzv82y","746054362842152960_746051305479757824_746036027609985024",
"1048885986","false","finalized","2","9/30/2016 19:31:40","leave","1.0000","MESSAGE 1: graceful in defeat remainiacs. utterly hateful people #brexit #votedleave https://t.co/b2qbruspgc  MESSAGE 2: @bbcsport who's happy about #brexit?  MESSAGE 3: @britainelects who gives a shit just yet? we've toasting to #brexit baby!!","746457592050950144_746410096062828544_746433531769851904",
"1048885987","false","finalized","2","9/26/2016 15:03:10","leave","1.0000","MESSAGE 1: @guardian guys? tony benn had more brains than you'll ever have. #brexit #corbyn #euref #eu #voteleave https://t.co/aoybxyopd7  MESSAGE 2: @independent your class divide is something out of the 1920s and very undemocratic.....no wonder you are pro-eu. #voteleave #brexit  MESSAGE 3: @independent no, no they haven't. you're just angry the majority of people, in a referendum, disagreed with you. #brexit","747861371862269952_747912703222648832_747853200888332289",
"1048885988","false","finalized","2","9/26/2016 20:04:07","untelligible","1.0000","MESSAGE 1: anyone still think #russian authorities neutral about #eureferendum ? https://t.co/nouflz4pvk  MESSAGE 2: ironically, leave’s anti-elite message resonates in uk regions that have most to lose from #brexit https://t.co/rnfze8mpvn  MESSAGE 3: so dispiriting coming back to britain debating divisive #brexit after past week with musicians joining together from syria, uk, eur &amp; africa","745924786228965376_746016353379819520_746089300048109568",
"1048885989","false","finalized","2","9/26/2016 09:18:09","remain","1.0000","MESSAGE 1: it's #leave lies that won the #eureferendum for #brexit. here are just some of them: https://t.co/pxzfshlbaw  MESSAGE 2: @jdportes @guyadj post-referendum #brexit cabinet meetinghttps://t.co/8xfxbuloyt #whatarewegoingtodonow https://t.co/rz9r1t65wm  MESSAGE 3: @robbiegramer @edwardlucas post-referendum #brexit cabinet meetinghttps://t.co/8xfxbuloyt #whatarewegoingtodonow https://t.co/jdjgsgggur","746491645668003840_746584022558605312_746584611942170624",
"1048885990","false","finalized","3","9/26/2016 09:49:51","remain","0.6551","MESSAGE 1: today's #brexit #omnishambles cartoon in the times https://t.co/np9ditecq4  MESSAGE 2: information about how to become a swedish citizen. #brexit https://t.co/8ugjwjvziv  MESSAGE 3: where's birgitte nyborg when you need her? #danelaw #euref #brexit https://t.co/scetbxhzkr","747805081106538497_747731252501942274_747800583105576960",
"1048885991","false","finalized","2","9/30/2016 19:44:18","leave","1.0000","MESSAGE 1: ""i want you to fire me."" @danhannanmep gives a superb #brexit leave pitch at oxfordhttps://t.co/hteuub4dc0  MESSAGE 2: roses are red,violets are blue,if you love europebut not the eu#voteleave #brexit and #takecontrol https://t.co/lr90k50hay  MESSAGE 3: retweet to show your support for #brexiters across the pond as they vote in today's #ukreferendum. #voteleave #brexit","745977263477260288_745867252612866048_746035641939464192",
"1048885992","false","finalized","3","9/26/2016 12:39:44","leave","0.3430","MESSAGE 1: @angiekadesky @steiny @instapundit #brexit wasn't trending last night until the win was pretty much a given. nor was #leave, anything...  MESSAGE 2: ...says the woman whose former employer was instrumental in causing #brexit to win. https://t.co/fyougo7ze0  MESSAGE 3: @rawanhx17 little broader issue than person 1 ""stealing"" job from person 2. to avoid bigotry, try reading what concerns #brexit voters.","746537470309785601_746515742800019456_746481335024287746",
"1048885993","false","finalized","2","9/30/2016 02:22:47","leave","1.0000","MESSAGE 1: @yesnicksearcy @danjoseph78 sounds like millions of millennials in uk. #brexit=#urracist. not the most carefully crafted argument, really.  MESSAGE 2: @nigel_farage it's not surprising that eu elites must receive a lesson on democracy. no irony there: https://t.co/zmg5ukcqhh #brexit  MESSAGE 3: @fareedzakaria @reliablesources did you people pay no attention at all to the trends? momentum was for #brexit until jo cox, then dipped.","747624714630111232_747818728943869952_747892775153082370",
"1048885994","false","finalized","3","9/26/2016 19:54:53","leave","0.3363","MESSAGE 1: 3) banks compete with internet retail investing &amp; want more &amp; more people - to open more bank accts &amp; take loans #wewantout #brexit #remain  MESSAGE 2: joblessness, zero hr contracts, cutting benefits for the poor &amp; disabled are the fin after-effect of eu policies. #wewantout #brexit #remain  MESSAGE 3: @jk_rowling @telegraph @theeconomist mass public shootings almost 100% more after eu memrshp than us #remain #brexit https://t.co/nuf01vyhwt","745950665952866305_745964735347167232_745942948823597058",
"1048885995","false","finalized","3","9/26/2016 16:50:01","leave","0.6784","MESSAGE 1: @nigel_farage feels amzing waking up to a bright, new future this morning! let #eu scum sink their own ship @junckereu @ep_president #brexit  MESSAGE 2: @guyverhofstadt sad for whom? for drunken nazi overlords in bxl serving only lobbyists. bright future here in uk. #euscum #brexit  MESSAGE 3: @guyverhofstadt now more countries can get rid of idiots like you keeping them in hostage and slavery. #euscum #brexit","746571529144705024_746570490567884800_746569645440761856",
"1048885996","false","finalized","2","10/1/2016 11:08:41","leave","1.0000","MESSAGE 1: @nederpiet it's media hysteria and not #brexit that is causing the economic turmoil. shameful #bbc and #skynews should be fined!  MESSAGE 2: ugly, nasty, immoral europeans reveal their true colours after #brexit vote. @junckereu @nigel_farage @david_cameron https://t.co/cqpsy67rgr  MESSAGE 3: @independent their are dead! they did not live with the consequences of an extreme socialist government running their nation. #brexit","747690301989466112_747681232050327552_747680660731596800",
"1048946558","true","golden","15",,"leave","1.0000","MESSAGE 1: oh great britain, you're looking very beautiful today! ??❤️ #sovereignnation #brexit ??❤️ https://t.co/icbqbjnghi  MESSAGE 2: i love how everyone thinks they know why i voted #brexit  MESSAGE 3: @janemerrick23 #tonyblair and his cronies are the cause of #brexit allowing an open door policy when in power. he should look in the mirror","746495343806779392_746446772550123520_746263189134917632","leave"
"1048947584","true","golden","13",,"leave","1.0000","MESSAGE 1: this picture sums up the eu's attitude to ordinary people who just want to be left alone to earn a living #brexit https://t.co/9wgde122qg  MESSAGE 2: save our sovereignty!                      vote #brexit - for freedom &amp; democracy https://t.co/wmfntuaodl  MESSAGE 3: let's make friday independence day!  let's take back control of our own country! #brexit #sayno2eu #voteleave https://t.co/lzrhvsh754","745904625136578561_745970600741584896_745902203295121411","leave"
"1048949367","true","golden","16",,"leave","1.0000","MESSAGE 1: 2 q's. if impact of brexit catastrophic, why didn't:a) cam hold out for better deal? b) eu offer one?#voteleave #brexit #ivotedleave  MESSAGE 2: australia should aim for a trade deal with the uk post brexit https://t.co/rwyqcqkryq via @conversationuk#voteleave #brexit #ivotedleave  MESSAGE 3: uk will emerge from brexit just fine, it's europe that's in trouble https://t.co/jcd0vgoolw#voteleave #brexit #ivotedleave #","747697148381265921_747695394226855936_747890440783945729","leave"
"1048957383","true","golden","12",,"leave","1.0000","MESSAGE 1: #ivoted weeks ago and nothing the #remain campaign has said has made me think i voted wrong. #brexit #voteleave https://t.co/l986e4lg4z  MESSAGE 2: vote to leave #eu, or dorks like @junesarpong get to decide / control your life. https://t.co/wrihgqwk3j #brexit #euref  MESSAGE 3: #ivoted out - but big business give 40 billion reasons why they want to remain - #brexit #labourinforbritain #euref https://t.co/5ftis0zulo","745870835387408384_746049787062009857_745878242704396288","leave"
"1048958240","true","golden","15",,"leave","0.7501","MESSAGE 1: young can look forward to ""more secure"" &amp; ""prosperous future"", @borisjohnson says https://t.co/c18gy9m6wf #brexit https://t.co/h1knkjvffi  MESSAGE 2: none of these people gathered and no one marched over the 1400 young girls raped by grooming gangs in #rotherham https://t.co/5aiuc0lopg  MESSAGE 3: screaming ""racist"" when a nation wants to govern themselves &amp; control immigration doesn't work anymore!??#brexit?? https://t.co/zjvmjooaw3","746299226410389505_746439896328437760_746436152295567360","leave"
"1048960570","true","golden","15",,"untelligible","0.6665","MESSAGE 1: england has placed a bomb under the irish peace process: fintan o’toole https://t.co/thxbgojdo4@billmaher #brexit https://t.co/zoh1fa7pse  MESSAGE 2: england's placed a bomb under the irish peace process: fintan o’toole https://t.co/thxbgojdo4@dotunadebayo #brexit https://t.co/appgxpix5t  MESSAGE 3: got passport or citizenship questions following the #brexit vote? see our faq for answers https://t.co/octph6agzj https://t.co/iljm2ddzz2","746529118171234304_746529703364681729_746346484291993600","untelligible"
"1048962718","true","golden","18",,"remain","0.7225","MESSAGE 1: looking forward to seeing who people blame when the climate continues to slide into skid row with no brussels to blame for it. #brexit  MESSAGE 2: i see that renowned geopolitics and global finance scholars bob chipman and devin faraci have weighed in on #brexit.  MESSAGE 3: this kind of proud ignorance is enraging.  https://t.co/nw8sipbits","746272676747018240_746569094208557056_746310111296094209","remain"
"1048963215","true","golden","18",,"leave","0.8433","MESSAGE 1: 'we want a bigger house!' demand romanian family of 17 on £55k in benefits. intolerable #brexit  https://t.co/hss0chfniy  MESSAGE 2: £47m cost of teaching english to migrant children in northern ireland schools. what a waste of our taxes. #brexit https://t.co/h7eh00w2bp  MESSAGE 3: one positive thing about #brexit: we're ridding ourselves from the biggest waste of the last 17 yrs: farage's salary https://t.co/qrsauurmkx","747935737081913345_747935829495058432_747931773774987264","leave"
"1049119617","true","golden","17",,"leave","0.9463","MESSAGE 1: oh i plan to encourage #brexit #voteleave tomorrow until the 5pm coverage starts here!!  https://t.co/gnkfb0kwc0  MESSAGE 2: ""if britain must choose between europe and the open sea, she must always choose the open sea."" - winston churchill#brexit  MESSAGE 3: queen elizabeth for brexit: “eu courts ‘denigrate’ britain by protecting terrorists'#brexithttps://t.co/eoktgdsxez https://t.co/qxypv9xkmk","745796763647238144_745945812895666180_746057880395186176","leave"
"1049120279","true","golden","16",,"untelligible","0.7501","MESSAGE 1: world stock markets lose about $2 trillion in value after #brexit https://t.co/zcwsmzu6bj  MESSAGE 2: bank of england to provide 250 billion pounds  to support markets after #brexithttps://t.co/pxjxrxclj3  MESSAGE 3: #brexit: the young were still in love, but the old were against this relationship and wanted a break-up https://t.co/rr4yr052rg","746568012669587456_746288795667021824_746536961519681536","untelligible"
"1049126525","true","golden","12",,"remain","1.0000","MESSAGE 1: “this is why we must remain” https://t.co/lmajvzcckv #strongerin #bremain #intogether #euref #voteleave #leaveeu #brexit  MESSAGE 2: help us change the world. help us build a positive future within the eu. #voteremainpls rt https://t.co/cnkim0oie8 #uktostay #euref #brexit  MESSAGE 3: the #eu helped bring peace to europe. #brexitornot? #euref #ivoted #undecided #referendum #brexit #strongerin https://t.co/i9po1jtwgx","746049809786806273_746048523502657536_745991831008186368","remain"
"1049126705","true","golden","16",,"leave","0.7496","MESSAGE 1: .@realdonaldtrump: this isn't a phenomenon. people want to take their country back. #euref #brexit https://t.co/0bvgmoufff  MESSAGE 2: ""today we celebrate uk independence day..."" #brexit https://t.co/cctoxzcwes  MESSAGE 3: should the uk immediately close its borders to all eu migration while we negotiate the leave terms. #brexit","746300414094639104_746474383598886918_746406463791333376","leave"
"1049127571","true","golden","16",,"leave","1.0000","MESSAGE 1: all you people voting for #remain. this is our future. #brexit. https://t.co/osh1lcehyy  MESSAGE 2: a vote for #remain is a vote for another layer of oppressive elites with their foot on your throat.  #c4debate #brexit  MESSAGE 3: retweeted voting for brexit ❎ (@brexittruths):nailed it.#brexit #voteleave #takecontrol https://t.co/xb59wd1hvv https://t.co/oa1tfugezb","745752463773425665_745752631138721794_745911956947804160","leave"
"1049129243","true","golden","16",,"leave","1.0000","MESSAGE 1: ""britain. we are counting on you to brexit.it will set us all free.""all european nations#brexit #voteleave #eu https://t.co/mnokprfk9z  MESSAGE 2: vote leave on the 23rd of june so britain can regain her freedom, sovereignty &amp; democracy.#c4debate #brexit https://t.co/4ghebnzee9  MESSAGE 3: #remainineu it is a clear #brexit for me.  only those ruled by fear would vote remain.  from the horse's mouth... https://t.co/8ejnodr2z8","745975320260546560_745756997254012929_745970114906984448","leave"
"1049135711","true","golden","14",,"leave","1.0000","MESSAGE 1: ""britain. we are counting on you to brexit.it will set us all free.""all european nations#brexit #voteleave #eu https://t.co/mnokprfk9z  MESSAGE 2: vote leave on the 23rd of june so britain can regain her freedom, sovereignty &amp; democracy.#c4debate #brexit https://t.co/4ghebnzee9  MESSAGE 3: #remainineu it is a clear #brexit for me.  only those ruled by fear would vote remain.  from the horse's mouth... https://t.co/8ejnodr2z8","745975320260546560_745756997254012929_745970114906984448","leave"
"1049141400","true","golden","17",,"remain","0.5829","MESSAGE 1: britain votes to leave e.u. millennials say fear mongers &amp; older voters stole their future by voting for #brexit. https://t.co/ajid570drc  MESSAGE 2: a nation that colonised &amp; enslaved so much of the world, self implodes out of fear of the very #refugees it helped create. #brexit  MESSAGE 3: a genuine conversation i've just had with my mate ?. sadly this will be true all over the uk #euref #brexit https://t.co/icqpeoa9jj","746335082475036673_746374620241080320_746347064813060099","remain"
"1049146986","true","golden","15",,"untelligible","1.0000","MESSAGE 1: farage jokes that he's ""finally made his mind up"" when he casts his #brexit vote in the #eurefhttps://t.co/uqayxa7k1i  MESSAGE 2: euronews doesn't endorse any political campaign so we don't give permission for clips to be used in political videos https://t.co/7mrpanxocw  MESSAGE 3: first turnout figures for #brexit referendum.in gibraltar it was 83.65 percent, says press association https://t.co/vo9m4jwncl","746004794733633536_745985999197605888_746082834205540352","untelligible"
"1049149212","true","golden","17",,"untelligible","0.8834","MESSAGE 1: ""hillary clinton urges 'experienced leadership' after #brexit from #eu https://t.co/c6qply0j9x #europe #europeanunion""  MESSAGE 2: ""#brexit : #uk decides to leave european union https://t.co/kg0h8arfz6 #britain #eu #europe #europeanunion""  MESSAGE 3: ""#brexit leaves european leaders reeling https://t.co/bzmgespzj2 #britain #eu #europe #europeanunion #generalnews""","746495824536965120_746346422585409536_746330302776246272","untelligible"
"1049165476","true","golden","16",,"untelligible","1.0000","MESSAGE 1: ""#brexit in brief: the 17 things you need to know ahead of the #euref tomorrow https://t.co/rpfjcqne8g https://t.co/icchzrqdq8""  MESSAGE 2: ""everything you need to know ahead of the #brexit vote. our guide to britain's #euref  https://t.co/5jgm0nmf98 https://t.co/fll1jf7ilp""  MESSAGE 3: ""everything you need to know about #brexit and the #euref https://t.co/o7qdzy7m9n https://t.co/3bvnmhohbo""","745759389684994048_745740962467569665_746015667019718656","untelligible"
"1049165876","true","golden","14",,"untelligible","1.0000","MESSAGE 1: ""#brexit in brief: the 17 things you need to know ahead of the #euref tomorrow https://t.co/rpfjcqne8g https://t.co/icchzrqdq8""  MESSAGE 2: ""everything you need to know ahead of the #brexit vote. our guide to britain's #euref  https://t.co/5jgm0nmf98 https://t.co/fll1jf7ilp""  MESSAGE 3: ""everything you need to know about #brexit and the #euref https://t.co/o7qdzy7m9n https://t.co/3bvnmhohbo""","745759389684994048_745740962467569665_746015667019718656","untelligible"
"1049168047","true","golden","17",,"remain","1.0000","MESSAGE 1: how the weak economic case for #brexit has completely collapsed https://t.co/rrgdien9ll @cep_lse  MESSAGE 2: #brexit in seven charts — the economic impact, @chrisgiles_ @ft: https://t.co/cpyvkp9x4o  MESSAGE 3: why defeating #brexit is so important https://t.co/lbad8q4wn1 don't be fooled by the liars &amp; haters #voteremain @sjwrenlewis","745895859548749824_745804462762102785_746079979033792512","remain"
"1049172520","true","golden","17",,"untelligible","0.9430","MESSAGE 1: the debate is going strong! was #brexit the right choice? have your say, tweet us @voi_breakfast #eurefresults we want to hear from you!  MESSAGE 2: #merkel: what happens in the next days, months, years - will depend on what we, the r-eu 27 are able and willing to do. #brexit  MESSAGE 3: how are you feeling on this #friday morning, after the #brexit #eurefresults? share your thoughts right here @voi_breakfast #fridayfeeling","746296109803372545_746291932138246144_746272604999266304","untelligible"
"1049176474","true","golden","20",,"remain","0.9532","MESSAGE 1: if you plan to vote for people who are blatantly lying to you then don't expect them to care for you#euref #brexit https://t.co/0xzc8vawwl  MESSAGE 2: dear britain, you won't like it. love, norway https://t.co/4qxvqzzxop #euref #strongerin #brexit  MESSAGE 3: .@paulbernaluk @frdragonspouse the head of the bma has warned that #brexit will be fatal for the #nhs - pity so many people are ignoring him","745893191862358017_745978753772298241_745894220737687552","remain"
"1049180216","true","golden","15",,"remain","1.0000","MESSAGE 1: fuck. just realised that all those idiot #brexit supporters won't be able to holiday abroad this year. no respite. :-(  MESSAGE 2: i'm not going to protest when the tories abolish the state pension. it's the least the #brexit idiots deserve.  MESSAGE 3: good. sooner this disaster gets going the better. let the fucking idiot #brexit people face the fire they started. https://t.co/kr7ucludic","746323327384420352_746304511023648768_746306406966517760","remain"
"1049187652","true","golden","12",,"remain","1.0000","MESSAGE 1: #ivoted in. ""we gonna chase those crazy baldheads out of town"" #farage #brexit #ukip https://t.co/azesv3afyw @vasblackwood @georgegalloway  MESSAGE 2: cracking speech by matt wrack of the fire brigade union - vote ""remain"" against the racists https://t.co/ua8wqibkpe #ivoted #euref #brexit  MESSAGE 3: we, not so secretly, hate each other. may be it's too much inbreeding. that's why i'm voting in ? breed out the hate https://t.co/57vxbcusge","746019416161259520_746019094600814592_746020561650851840","remain"
"1049188337","true","golden","12",,"untelligible","1.0000","MESSAGE 1: the pc daily is out! https://t.co/8cskirjllc #euref #brexit  MESSAGE 2: open europe's explanation of article 50, the eu's procedure to leave the eu: https://t.co/xdekjimmfq #brexit #article50  MESSAGE 3: markets think #brexit contagion means there will be a lack of public appetite for more #eurozone transfers https://t.co/7jyvj014de","746374120816918528_746360066140418048_746351096923328512","untelligible"
"1050583183","true","golden","16",,"leave","1.0000","MESSAGE 1: #ivoted for #voteleave because #brexit be end of nigel farage. no more need of uk independence party. thats the positive. #ukip  MESSAGE 2: @nigel_farage you are controller of your borders , monitory policy ,currency and law what else you want to control ?whole #eu?#ukref #brexit  MESSAGE 3: dear wavering #remainiacs. look who gets a p45 if we vote #brexit:@david_cameron@george_osborne@nigel_farage@ukiphow could you refuse?","746046843654705152_746043844333023232_746006672364142592","leave"
"1050609958","true","golden","19",,"leave","0.6494","MESSAGE 1: everyone on the #voteleave side should condemn vile racist abuse linked to #brexit. it shames our cause.  https://t.co/1nojcgenxy  MESSAGE 2: like how #brexit already drives political innovation. the #canzuk idea is tempting - https://t.co/sqbsovndv9 (by @andrew_lilico)  MESSAGE 3: ‘#brexit boosts #canzuk replacement for #eu;’ @usatoday;’ https://t.co/yy1rlacd5y #cdnpoli #ukpolitics #nz #auspol https://t.co/dhs9wd130q","747772424385617920_747592661251596288_747593028441890816","leave"
"1050622158","true","golden","14",,"untelligible","1.0000","MESSAGE 1: coffee, noodles, and pizza: the recipe for a long night for traders awaiting #brexit results … https://t.co/9rzriowfn4  MESSAGE 2: there's an anger that connects #brexit, trump and le pen https://t.co/ri0sz3wowk https://t.co/spvshj23cx  MESSAGE 3: u.s. stocks close near session highs as everyone awaits the #brexit outcome: https://t.co/7kupmpwcw5 https://t.co/yawf7lxku4","745992784948117508_746071248334094336_746077008904491008","untelligible"
